customerID,gender,SeniorCitizen,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Risk_Probability,Marketing_Segment,Predicted_Churn_Flag
7460-ITWWP,Female,1,45,Month-to-month,Fiber optic,Electronic check,86.1,3861.45,No,0.32827658218133104,Medium risk: nurture,Yes
7147-AYBAA,Male,0,37,Month-to-month,Fiber optic,Mailed check,70.35,2552.9,No,0.28827085682004955,Low risk: retain and upsell,Yes
7868-TMWMZ,Female,1,60,Two year,Fiber optic,Bank transfer (automatic),110.0,6668.35,No,0.03891486395948096,Low risk: retain and upsell,No
4822-RVYBB,Male,1,8,Month-to-month,Fiber optic,Electronic check,100.6,819.4,Yes,0.8456148537724022,High risk: retention/win-back,Yes
6732-FZUGP,Female,0,47,One year,Fiber optic,Credit card (automatic),94.9,4615.25,No,0.07024422434724739,Low risk: retain and upsell,No
8436-BJUMM,Male,0,26,Month-to-month,Fiber optic,Electronic check,83.75,2070.6,Yes,0.6670764205079603,High risk: retention/win-back,Yes
4184-TJFAN,Female,1,3,Month-to-month,Fiber optic,Mailed check,88.3,273.75,Yes,0.4959359949982764,Medium risk: nurture,Yes
8329-GWVPJ,Female,0,50,Month-to-month,Fiber optic,Bank transfer (automatic),69.75,3557.7,No,0.15986408002459815,Low risk: retain and upsell,No
1352-VHKAJ,Male,0,27,Month-to-month,DSL,Bank transfer (automatic),71.6,1957.1,No,0.1366098526427482,Low risk: retain and upsell,No
4145-UQXUQ,Female,1,8,Month-to-month,Fiber optic,Electronic check,92.1,729.95,Yes,0.7272549322846462,High risk: retention/win-back,Yes
2632-TACXW,Female,0,62,Two year,No,Bank transfer (automatic),23.65,1416.75,No,0.00687584562339722,Low risk: retain and upsell,No
8146-QQKZH,Female,0,71,Two year,DSL,Bank transfer (automatic),81.85,5924.4,No,0.012525343480462513,Low risk: retain and upsell,No
1767-CJKBA,Male,0,66,Two year,No,Mailed check,25.1,1697.7,No,0.007544148046702347,Low risk: retain and upsell,No
6445-TNRXS,Male,0,68,Two year,Fiber optic,Bank transfer (automatic),114.7,7849.85,No,0.04499665137606423,Low risk: retain and upsell,No
4581-LNWUM,Female,0,13,Month-to-month,DSL,Electronic check,49.15,649.4,No,0.48648797432537383,Medium risk: nurture,Yes
4869-EPIUS,Male,0,56,One year,Fiber optic,Electronic check,80.9,4557.5,No,0.19303927301789553,Low risk: retain and upsell,No
9948-YPTDG,Male,0,38,Month-to-month,Fiber optic,Electronic check,79.45,3013.05,Yes,0.17397926564511096,Low risk: retain and upsell,No
1236-WFCDV,Male,1,14,Month-to-month,Fiber optic,Credit card (automatic),90.45,1266.1,Yes,0.5296491818062814,Medium risk: nurture,Yes
1915-OAKWD,Female,0,16,One year,No,Bank transfer (automatic),19.3,360.35,No,0.03432249315766945,Low risk: retain and upsell,No
7296-PIXQY,Female,0,14,Month-to-month,Fiber optic,Electronic check,70.2,1046.5,No,0.4795895368461735,Medium risk: nurture,Yes
4883-QICIH,Male,0,32,Month-to-month,Fiber optic,Bank transfer (automatic),69.75,2347.9,Yes,0.310626253617715,Medium risk: nurture,Yes
3354-OADJP,Female,0,8,One year,DSL,Bank transfer (automatic),54.25,447.75,No,0.060110202952447435,Low risk: retain and upsell,No
3524-WQDSG,Female,0,43,Month-to-month,Fiber optic,Bank transfer (automatic),99.3,4209.95,No,0.4575882585573953,Medium risk: nurture,Yes
0810-DHDBD,Female,0,52,One year,DSL,Credit card (automatic),74.0,3877.65,No,0.02127796373725137,Low risk: retain and upsell,No
4026-SKKHW,Male,0,3,Month-to-month,DSL,Mailed check,50.25,152.3,No,0.3042075915917949,Medium risk: nurture,Yes
2829-HYVZP,Male,0,29,One year,No,Mailed check,19.8,572.2,No,0.0286919430379974,Low risk: retain and upsell,No
8329-IBCTI,Female,0,1,Month-to-month,No,Mailed check,19.65,19.65,Yes,0.30303224666187706,Medium risk: nurture,Yes
1271-SJBGZ,Male,1,12,Month-to-month,DSL,Electronic check,43.65,526.95,Yes,0.5001416732299226,Medium risk: nurture,Yes
3845-JHAMY,Female,0,16,Month-to-month,DSL,Credit card (automatic),35.5,552.7,No,0.28278081038742475,Low risk: retain and upsell,Yes
7013-PSXHK,Female,0,40,One year,DSL,Mailed check,80.75,3208.65,No,0.11944056931656284,Low risk: retain and upsell,No
5669-SRAIP,Female,0,5,Month-to-month,DSL,Electronic check,39.5,210.75,Yes,0.5213054352078268,Medium risk: nurture,Yes
5981-ITEMU,Male,0,40,Month-to-month,Fiber optic,Bank transfer (automatic),97.1,3706.95,Yes,0.5569675488599998,Medium risk: nurture,Yes
3486-NPGST,Female,0,36,One year,No,Mailed check,19.55,620.75,No,0.027472865617666865,Low risk: retain and upsell,No
6941-PMGEP,Female,0,5,Month-to-month,Fiber optic,Electronic check,80.0,412.5,Yes,0.7004470548328682,High risk: retention/win-back,Yes
1624-WOIWJ,Female,0,10,Month-to-month,Fiber optic,Mailed check,84.7,832.05,Yes,0.5466626901819776,Medium risk: nurture,Yes
2074-GKOWZ,Male,0,2,Month-to-month,Fiber optic,Bank transfer (automatic),89.55,185.55,Yes,0.7241731576062176,High risk: retention/win-back,Yes
0376-YMCJC,Male,0,23,Month-to-month,Fiber optic,Electronic check,90.6,1943.2,Yes,0.6110112455451661,High risk: retention/win-back,Yes
6100-FJZDG,Male,0,26,One year,No,Bank transfer (automatic),20.05,505.9,No,0.021932490615268255,Low risk: retain and upsell,No
4829-ZLJTK,Female,1,72,Two year,Fiber optic,Electronic check,112.4,8046.85,No,0.09588415458961527,Low risk: retain and upsell,No
1730-VFMWO,Female,0,34,Month-to-month,DSL,Bank transfer (automatic),50.2,1815.3,No,0.06638337289750791,Low risk: retain and upsell,No
7143-BQIBA,Male,0,10,Month-to-month,DSL,Bank transfer (automatic),62.25,612.95,No,0.11910586906083886,Low risk: retain and upsell,No
3800-LYTRK,Female,0,14,One year,DSL,Mailed check,55.7,795.15,No,0.06661409611355873,Low risk: retain and upsell,No
0634-SZPQA,Female,0,23,Month-to-month,Fiber optic,Bank transfer (automatic),90.05,2169.8,Yes,0.36425148437793325,Medium risk: nurture,Yes
9646-NMHXE,Male,0,47,Two year,No,Mailed check,19.65,973.1,No,0.010199523185451352,Low risk: retain and upsell,No
7030-NJVDP,Male,0,24,Month-to-month,Fiber optic,Electronic check,89.25,2210.2,No,0.2816153806920039,Low risk: retain and upsell,Yes
5536-RTPWK,Male,0,49,Month-to-month,Fiber optic,Bank transfer (automatic),99.05,4853.75,Yes,0.45299797655769697,Medium risk: nurture,Yes
8883-GRDWQ,Male,1,20,One year,DSL,Mailed check,54.0,1055.9,No,0.05075907994652104,Low risk: retain and upsell,No
6166-ILMNY,Female,0,2,Month-to-month,Fiber optic,Bank transfer (automatic),69.75,144.55,Yes,0.49837187019658213,Medium risk: nurture,Yes
3097-NNSPB,Female,0,2,Month-to-month,DSL,Credit card (automatic),49.05,91.1,Yes,0.34521994208400375,Medium risk: nurture,Yes
7771-ZONAT,Male,0,22,Two year,DSL,Bank transfer (automatic),56.75,1304.85,No,0.05284586333376002,Low risk: retain and upsell,No
0655-RBDUG,Male,0,7,Month-to-month,Fiber optic,Bank transfer (automatic),98.05,713.0,Yes,0.7602711058406357,High risk: retention/win-back,Yes
2111-DWYHN,Male,0,1,Month-to-month,No,Mailed check,21.1,21.1,No,0.2449121985710535,Low risk: retain and upsell,No
4194-WHFCB,Female,0,59,Month-to-month,Fiber optic,Bank transfer (automatic),96.65,5580.8,No,0.12211076334710504,Low risk: retain and upsell,No
4121-AGSIN,Female,0,58,One year,No,Credit card (automatic),24.5,1497.9,No,0.012754064472516365,Low risk: retain and upsell,No
4361-BKAXE,Female,0,41,Month-to-month,Fiber optic,Bank transfer (automatic),114.5,4527.45,Yes,0.2818700738913632,Low risk: retain and upsell,Yes
9845-PEEKO,Female,1,59,Two year,Fiber optic,Credit card (automatic),79.2,4590.35,No,0.033529035633259895,Low risk: retain and upsell,No
0455-XFASS,Female,0,3,Month-to-month,Fiber optic,Electronic check,69.55,200.2,No,0.6585246626762742,High risk: retention/win-back,Yes
0301-KOBTQ,Male,0,32,Two year,No,Bank transfer (automatic),20.05,614.45,No,0.014810868581356626,Low risk: retain and upsell,No
1751-NCDLI,Male,1,46,Month-to-month,Fiber optic,Electronic check,98.85,4564.9,No,0.6574793026809954,High risk: retention/win-back,Yes
4367-NUYAO,Male,0,0,Two year,No,Mailed check,25.75,0.0,No,0.019024269382473803,Low risk: retain and upsell,No
9878-TNQGW,Male,0,2,Month-to-month,Fiber optic,Electronic check,80.95,171.15,Yes,0.7456139373036751,High risk: retention/win-back,Yes
9170-ARBTB,Female,0,52,One year,No,Credit card (automatic),19.6,1012.4,No,0.013021435210951471,Low risk: retain and upsell,No
4441-NIHPT,Female,1,13,Month-to-month,Fiber optic,Electronic check,74.3,940.35,Yes,0.5521741994023879,Medium risk: nurture,Yes
8999-BOHSE,Female,1,11,Month-to-month,Fiber optic,Bank transfer (automatic),89.7,1047.7,Yes,0.49753218822420575,Medium risk: nurture,Yes
7241-AJHFS,Male,0,32,Month-to-month,Fiber optic,Bank transfer (automatic),87.65,2766.4,No,0.13861767893234977,Low risk: retain and upsell,No
7029-RPUAV,Male,1,17,Month-to-month,Fiber optic,Credit card (automatic),100.45,1622.45,Yes,0.7522928790254559,High risk: retention/win-back,Yes
4546-FOKWR,Female,0,16,Month-to-month,Fiber optic,Credit card (automatic),74.75,1129.35,No,0.563673170886323,Medium risk: nurture,Yes
9036-CSKBW,Female,0,51,One year,Fiber optic,Bank transfer (automatic),107.45,5680.9,No,0.1139228842963627,Low risk: retain and upsell,No
5832-TRLPB,Male,0,29,One year,DSL,Bank transfer (automatic),75.35,2243.9,No,0.08944078369806202,Low risk: retain and upsell,No
8590-YFFQO,Male,0,70,Two year,DSL,Credit card (automatic),64.95,4523.25,No,0.006049668901587232,Low risk: retain and upsell,No
8659-IOOPU,Female,0,71,Two year,Fiber optic,Electronic check,100.45,7159.7,No,0.038618918630028226,Low risk: retain and upsell,No
1338-CECEE,Male,0,41,One year,DSL,Bank transfer (automatic),68.5,2839.95,No,0.04792374890949482,Low risk: retain and upsell,No
7439-DKZTW,Male,0,1,Month-to-month,Fiber optic,Electronic check,80.55,80.55,No,0.7677719121412273,High risk: retention/win-back,Yes
4646-QZXTF,Female,0,7,Month-to-month,DSL,Bank transfer (automatic),81.25,580.1,No,0.19390794687195057,Low risk: retain and upsell,No
4607-CHPCA,Male,0,25,One year,Fiber optic,Electronic check,90.4,2178.6,Yes,0.47955855649435825,Medium risk: nurture,Yes
9742-XOKTS,Male,0,67,One year,Fiber optic,Electronic check,89.55,6038.55,No,0.032640135523291654,Low risk: retain and upsell,No
6921-OZMFH,Male,0,5,Month-to-month,DSL,Mailed check,55.7,259.4,No,0.19313821242000612,Low risk: retain and upsell,No
9578-FOMUK,Male,0,15,Month-to-month,No,Electronic check,24.8,324.15,No,0.15381004011946664,Low risk: retain and upsell,No
4712-UYOOI,Female,0,20,Month-to-month,No,Electronic check,20.0,417.65,No,0.1767278045601515,Low risk: retain and upsell,No
8824-RWFXJ,Male,0,3,Month-to-month,DSL,Mailed check,56.15,168.15,Yes,0.33095663584586,Medium risk: nurture,Yes
7722-CVFXN,Male,0,54,One year,Fiber optic,Electronic check,105.2,5637.85,No,0.28169005630374605,Low risk: retain and upsell,Yes
8717-VCTXJ,Male,0,42,One year,No,Mailed check,19.55,839.4,No,0.021826003576509295,Low risk: retain and upsell,No
7363-QTBIW,Female,0,9,Month-to-month,Fiber optic,Electronic check,79.75,769.1,No,0.6267255097955038,High risk: retention/win-back,Yes
4159-NAAIX,Female,0,63,Two year,Fiber optic,Bank transfer (automatic),97.45,6253.0,No,0.060592242146936016,Low risk: retain and upsell,No
0971-QIFJK,Female,0,69,Two year,No,Bank transfer (automatic),24.25,1641.8,No,0.0060749861547261105,Low risk: retain and upsell,No
9397-TZSHA,Female,0,69,Two year,No,Credit card (automatic),24.6,1678.05,No,0.007261584466284489,Low risk: retain and upsell,No
3391-JSQEW,Male,0,40,Month-to-month,DSL,Mailed check,50.15,2058.5,No,0.08142771058850282,Low risk: retain and upsell,No
0343-QLUZP,Male,0,60,Two year,DSL,Bank transfer (automatic),39.6,2424.5,No,0.014838794547690411,Low risk: retain and upsell,No
9763-PDTKK,Female,0,4,Month-to-month,Fiber optic,Bank transfer (automatic),94.4,387.2,Yes,0.42251674385447996,Medium risk: nurture,Yes
2176-LVPNX,Female,1,71,Two year,DSL,Mailed check,89.85,6293.45,No,0.023761728495494124,Low risk: retain and upsell,No
7627-JKIAZ,Female,0,37,Month-to-month,Fiber optic,Credit card (automatic),78.95,2839.65,Yes,0.29305185259624567,Low risk: retain and upsell,Yes
3312-UUMZW,Male,0,32,Month-to-month,Fiber optic,Credit card (automatic),98.85,3145.9,No,0.5969806197027804,Medium risk: nurture,Yes
1271-UODNO,Male,0,39,Two year,DSL,Credit card (automatic),53.85,2200.7,No,0.02089992878221157,Low risk: retain and upsell,No
8461-EFQYM,Female,0,38,One year,No,Electronic check,24.25,914.4,No,0.032823064577171504,Low risk: retain and upsell,No
6900-RBKER,Male,0,52,Two year,Fiber optic,Credit card (automatic),89.45,4577.75,No,0.09497307119471116,Low risk: retain and upsell,No
6891-JPYFF,Female,0,48,Month-to-month,Fiber optic,Credit card (automatic),105.25,4997.5,No,0.31410900236516603,Medium risk: nurture,Yes
1459-QNFQT,Male,0,70,Two year,DSL,Bank transfer (automatic),59.5,4144.8,No,0.016152033052705583,Low risk: retain and upsell,No
1047-NNCBF,Male,0,20,Month-to-month,Fiber optic,Credit card (automatic),70.55,1493.55,No,0.32776959153557444,Medium risk: nurture,Yes
3696-XRIEN,Female,0,50,One year,DSL,Credit card (automatic),82.5,4179.1,No,0.0572588682531948,Low risk: retain and upsell,No
4081-DYXAV,Female,0,19,One year,DSL,Credit card (automatic),44.85,893.55,Yes,0.21914607188248997,Low risk: retain and upsell,No
0074-HDKDG,Male,0,25,One year,DSL,Bank transfer (automatic),61.6,1611.0,No,0.04246676368457123,Low risk: retain and upsell,No
8791-GFXLZ,Male,0,12,Month-to-month,DSL,Bank transfer (automatic),49.05,593.05,No,0.2735533731153456,Low risk: retain and upsell,No
8111-SLLHI,Male,1,39,Month-to-month,Fiber optic,Electronic check,105.65,4284.8,Yes,0.6470110241813427,High risk: retention/win-back,Yes
0927-LCSMG,Male,0,7,Month-to-month,Fiber optic,Mailed check,74.65,544.55,Yes,0.501798384197311,Medium risk: nurture,Yes
9330-DHBFL,Female,0,23,One year,DSL,Mailed check,66.25,1533.8,No,0.04098072014284317,Low risk: retain and upsell,No
0098-BOWSO,Male,0,27,Month-to-month,No,Electronic check,19.4,529.8,No,0.18377914406194729,Low risk: retain and upsell,No
3452-ABWRL,Male,1,47,Month-to-month,Fiber optic,Credit card (automatic),86.05,3865.6,No,0.35172315117277764,Medium risk: nurture,Yes
5859-HZYLF,Male,0,26,Two year,No,Credit card (automatic),19.15,515.75,No,0.011000446048367198,Low risk: retain and upsell,No
8257-RZAHR,Female,0,14,Month-to-month,DSL,Bank transfer (automatic),64.7,941.0,Yes,0.23841479482846722,Low risk: retain and upsell,No
5293-WXJAK,Female,1,11,Month-to-month,Fiber optic,Bank transfer (automatic),104.05,1133.65,Yes,0.6082418091625567,High risk: retention/win-back,Yes
3156-QLHBO,Male,0,2,Month-to-month,No,Mailed check,19.25,48.35,No,0.1577418427579525,Low risk: retain and upsell,No
2208-NQBCT,Female,0,26,Month-to-month,Fiber optic,Electronic check,81.95,2070.05,No,0.26741183333588564,Low risk: retain and upsell,No
1779-PWPMG,Female,1,72,Two year,Fiber optic,Bank transfer (automatic),114.65,8333.95,No,0.03830703571096299,Low risk: retain and upsell,No
6621-NRZAK,Female,0,63,Two year,No,Credit card (automatic),20.0,1209.25,No,0.006567158866580047,Low risk: retain and upsell,No
0831-JNISG,Male,0,71,Two year,No,Mailed check,19.8,1396.25,No,0.005668639389523952,Low risk: retain and upsell,No
0774-IFUVM,Male,0,11,Month-to-month,DSL,Bank transfer (automatic),65.15,723.35,No,0.30182916291913214,Medium risk: nurture,Yes
3082-WQRVY,Male,1,14,One year,No,Mailed check,19.65,228.65,No,0.05204241685354164,Low risk: retain and upsell,No
9553-DLCLU,Female,0,13,Two year,DSL,Credit card (automatic),88.95,1161.75,No,0.035251498747528684,Low risk: retain and upsell,No
1641-BYBTK,Male,0,6,Month-to-month,No,Mailed check,20.2,98.35,No,0.17575714601133094,Low risk: retain and upsell,No
2460-NGXBJ,Male,1,11,Month-to-month,Fiber optic,Credit card (automatic),75.2,775.3,No,0.49579918959937497,Medium risk: nurture,Yes
2446-ZKVAF,Male,0,18,Month-to-month,DSL,Credit card (automatic),56.8,1074.65,No,0.15436662650619298,Low risk: retain and upsell,No
0841-NULXI,Male,0,1,Month-to-month,DSL,Electronic check,35.55,35.55,Yes,0.7374681924537975,High risk: retention/win-back,Yes
3522-CDKHF,Female,0,32,Month-to-month,Fiber optic,Bank transfer (automatic),75.5,2324.7,No,0.18953846732835533,Low risk: retain and upsell,No
1430-SFQSA,Male,0,29,One year,DSL,Mailed check,35.6,1072.6,No,0.04100028666794087,Low risk: retain and upsell,No
0411-EZJZE,Female,0,3,Month-to-month,DSL,Electronic check,60.25,170.5,No,0.604533619106453,High risk: retention/win-back,Yes
7851-WZEKY,Female,0,2,Month-to-month,Fiber optic,Electronic check,95.15,196.9,Yes,0.8398310299081944,High risk: retention/win-back,Yes
8844-TONUD,Male,0,13,Month-to-month,Fiber optic,Mailed check,96.65,1162.85,Yes,0.5869327846464522,Medium risk: nurture,Yes
8807-ARQET,Female,0,41,Month-to-month,DSL,Electronic check,40.35,1677.85,No,0.32135596544251654,Medium risk: nurture,Yes
8992-CEUEN,Female,0,1,Month-to-month,No,Electronic check,18.85,18.85,No,0.31998867339958265,Medium risk: nurture,Yes
4320-QMLLA,Male,0,7,Month-to-month,DSL,Mailed check,54.85,370.4,No,0.2799978939422689,Low risk: retain and upsell,No
8777-PVYGU,Female,0,52,One year,DSL,Mailed check,64.3,3410.6,No,0.036903878934863535,Low risk: retain and upsell,No
8292-ITGYJ,Female,0,45,Two year,No,Bank transfer (automatic),24.65,1138.8,No,0.009083015923997895,Low risk: retain and upsell,No
6870-ZWMNX,Male,0,70,Two year,DSL,Credit card (automatic),76.1,5264.25,No,0.010140565203030355,Low risk: retain and upsell,No
0621-CXBKL,Female,0,53,Two year,No,Mailed check,18.7,1005.7,No,0.012274975250665177,Low risk: retain and upsell,No
5268-DSMNQ,Female,1,62,One year,Fiber optic,Credit card (automatic),97.95,5936.55,No,0.13495385103363347,Low risk: retain and upsell,No
5334-JLAXU,Female,0,60,Month-to-month,Fiber optic,Credit card (automatic),94.1,5475.9,No,0.1638131401974118,Low risk: retain and upsell,No
4086-YQSNZ,Female,1,3,Month-to-month,Fiber optic,Electronic check,80.4,224.05,Yes,0.7106256241069812,High risk: retention/win-back,Yes
6242-MBHPK,Female,1,23,Month-to-month,Fiber optic,Electronic check,95.1,2326.05,No,0.5261358151042312,Medium risk: nurture,Yes
5868-CZJDR,Male,0,1,Month-to-month,DSL,Mailed check,31.35,31.35,Yes,0.379555760005255,Medium risk: nurture,Yes
9359-UGBTK,Female,0,67,One year,DSL,Bank transfer (automatic),72.35,4991.5,No,0.021941143505671,Low risk: retain and upsell,No
0135-NMXAP,Female,0,12,Month-to-month,Fiber optic,Bank transfer (automatic),89.75,1052.4,Yes,0.5590700910947033,Medium risk: nurture,Yes
4782-OSFXZ,Female,1,71,Two year,DSL,Bank transfer (automatic),82.7,5831.2,No,0.014575497244984623,Low risk: retain and upsell,No
6479-OAUSD,Male,0,25,One year,No,Credit card (automatic),19.9,510.8,No,0.020428660471118673,Low risk: retain and upsell,No
7129-ACFOG,Female,0,5,Month-to-month,DSL,Electronic check,53.8,283.95,No,0.3931609593728222,Medium risk: nurture,Yes
4189-NAKJS,Male,0,26,One year,DSL,Credit card (automatic),51.55,1295.4,No,0.11676366895046127,Low risk: retain and upsell,No
5562-BETPV,Male,0,1,One year,No,Mailed check,19.65,19.65,No,0.03334694950749226,Low risk: retain and upsell,No
1282-IHQAC,Male,1,70,One year,DSL,Credit card (automatic),44.05,3011.65,No,0.052893172867497,Low risk: retain and upsell,No
9127-FHJBZ,Male,0,72,Two year,Fiber optic,Electronic check,114.0,8093.15,No,0.05794574490808967,Low risk: retain and upsell,No
6270-OMFIW,Male,0,60,One year,Fiber optic,Electronic check,94.4,5610.25,Yes,0.29961745809142276,Low risk: retain and upsell,Yes
1641-RQDAY,Female,1,32,Month-to-month,Fiber optic,Electronic check,100.4,3217.65,No,0.5886208978361676,Medium risk: nurture,Yes
0107-WESLM,Male,0,1,Month-to-month,No,Electronic check,19.85,19.85,Yes,0.35499716606151666,Medium risk: nurture,Yes
6994-ORCWG,Female,0,14,One year,DSL,Mailed check,54.25,773.2,No,0.14777774336973115,Low risk: retain and upsell,No
1346-UFHAX,Female,0,13,Month-to-month,Fiber optic,Credit card (automatic),80.0,1029.35,No,0.4756636913581234,Medium risk: nurture,Yes
3992-YWPKO,Female,0,6,Month-to-month,Fiber optic,Credit card (automatic),109.9,669.45,Yes,0.5552207238725557,Medium risk: nurture,Yes
2933-XEUJM,Female,0,46,Two year,DSL,Mailed check,79.2,3593.8,No,0.036968202877131984,Low risk: retain and upsell,No
0125-LZQXK,Male,0,15,Month-to-month,Fiber optic,Electronic check,101.35,1553.95,Yes,0.5778425496872323,Medium risk: nurture,Yes
5461-QKNTN,Male,1,43,Month-to-month,Fiber optic,Electronic check,94.3,3953.15,No,0.2795495035492718,Low risk: retain and upsell,No
4835-YSJMR,Male,0,39,Two year,DSL,Bank transfer (automatic),49.8,1971.15,No,0.017678988929567208,Low risk: retain and upsell,No
8399-YNDCH,Male,1,21,Month-to-month,DSL,Bank transfer (automatic),60.05,1236.15,Yes,0.33974329110176854,Medium risk: nurture,Yes
3164-YAXFY,Male,0,57,Month-to-month,DSL,Electronic check,53.75,3196.0,No,0.23696092649140257,Low risk: retain and upsell,No
0887-WBJVH,Female,0,53,One year,Fiber optic,Electronic check,93.45,4872.2,No,0.1751088569379621,Low risk: retain and upsell,No
4660-IRIBM,Male,0,18,Month-to-month,Fiber optic,Mailed check,87.9,1500.5,No,0.4002207040591048,Medium risk: nurture,Yes
5673-FSSMF,Female,0,1,Month-to-month,DSL,Electronic check,60.15,60.15,Yes,0.6386832147511466,High risk: retention/win-back,Yes
7670-ZBPOQ,Female,0,58,One year,DSL,Bank transfer (automatic),61.05,3478.75,No,0.016275086793777097,Low risk: retain and upsell,No
8089-UZWLX,Female,1,71,Two year,Fiber optic,Bank transfer (automatic),104.05,7413.55,No,0.05869446081629603,Low risk: retain and upsell,No
0080-OROZO,Female,0,35,One year,Fiber optic,Electronic check,99.25,3532.0,No,0.23500968900960942,Low risk: retain and upsell,No
3916-NRPAP,Male,0,3,Month-to-month,Fiber optic,Credit card (automatic),85.7,256.75,No,0.49580318189724776,Medium risk: nurture,Yes
6807-SIWJI,Male,0,38,One year,Fiber optic,Electronic check,104.85,3887.25,No,0.28997206028255434,Low risk: retain and upsell,Yes
8221-HVAYI,Male,0,35,Two year,DSL,Credit card (automatic),69.15,2490.15,No,0.012384564958908596,Low risk: retain and upsell,No
1579-KLYDT,Male,0,7,Month-to-month,Fiber optic,Electronic check,90.45,593.45,Yes,0.7879482478898752,High risk: retention/win-back,Yes
5232-NXPAY,Female,0,47,Two year,DSL,Mailed check,74.45,3510.3,No,0.02709661924665122,Low risk: retain and upsell,No
8967-SZQAS,Female,0,14,Month-to-month,DSL,Electronic check,50.45,765.45,No,0.24952824794334968,Low risk: retain and upsell,No
4468-KAZHE,Female,1,20,Month-to-month,DSL,Electronic check,60.0,1259.35,No,0.375993793884571,Medium risk: nurture,Yes
0455-ENTCR,Male,0,66,Two year,DSL,Electronic check,85.25,5538.35,No,0.026426435180613064,Low risk: retain and upsell,No
8944-AILEF,Male,0,15,Month-to-month,No,Credit card (automatic),19.45,340.85,No,0.1644773405103495,Low risk: retain and upsell,No
5542-NKVRU,Female,0,42,Two year,No,Bank transfer (automatic),20.75,844.45,No,0.012147182427841408,Low risk: retain and upsell,No
7126-RBHSD,Female,0,17,Month-to-month,Fiber optic,Electronic check,78.9,1348.95,No,0.34094630096637196,Medium risk: nurture,Yes
5370-IIVVL,Male,0,37,One year,Fiber optic,Credit card (automatic),104.5,3778.0,No,0.2647802447298978,Low risk: retain and upsell,No
6789-HJBWG,Female,0,12,Month-to-month,DSL,Electronic check,49.4,611.65,No,0.40237174753621996,Medium risk: nurture,Yes
3927-NLNRY,Male,0,53,One year,Fiber optic,Bank transfer (automatic),94.25,4867.95,Yes,0.26952064120017255,Low risk: retain and upsell,No
9087-EYCPR,Female,0,60,Two year,No,Mailed check,25.0,1505.05,No,0.010803712353706687,Low risk: retain and upsell,No
6791-YBNAK,Male,0,18,Month-to-month,DSL,Credit card (automatic),25.55,467.85,No,0.19416515767812575,Low risk: retain and upsell,No
6358-LYNGM,Male,0,1,Month-to-month,Fiber optic,Electronic check,74.9,74.9,Yes,0.7930367847325244,High risk: retention/win-back,Yes
6077-BDPXA,Female,0,3,Month-to-month,Fiber optic,Electronic check,70.15,194.2,No,0.725870954811134,High risk: retention/win-back,Yes
0013-MHZWF,Female,0,9,Month-to-month,DSL,Credit card (automatic),69.4,571.45,No,0.27850226489844765,Low risk: retain and upsell,No
5494-HECPR,Female,0,1,Month-to-month,Fiber optic,Electronic check,80.25,80.25,Yes,0.7649852452632022,High risk: retention/win-back,Yes
8268-YDIXR,Male,0,56,One year,Fiber optic,Electronic check,93.15,5253.95,No,0.17186936312645926,Low risk: retain and upsell,No
9824-BEMCV,Male,0,17,Month-to-month,Fiber optic,Electronic check,69.0,1149.65,Yes,0.5582029633509994,Medium risk: nurture,Yes
1373-ORVIZ,Female,0,11,Month-to-month,DSL,Electronic check,66.35,740.8,Yes,0.34440858987228473,Medium risk: nurture,Yes
4291-SHSBH,Male,0,7,Month-to-month,Fiber optic,Electronic check,69.55,521.35,No,0.7051553259346671,High risk: retention/win-back,Yes
6980-IMXXE,Female,0,69,Two year,No,Bank transfer (automatic),20.2,1412.65,No,0.005488997585353818,Low risk: retain and upsell,No
9866-QEVEE,Male,0,19,Month-to-month,Fiber optic,Bank transfer (automatic),86.0,1532.45,Yes,0.5895420251262297,Medium risk: nurture,Yes
9897-KXHCM,Female,0,3,Month-to-month,Fiber optic,Electronic check,80.3,250.05,Yes,0.6480166378318681,High risk: retention/win-back,Yes
0040-HALCW,Male,0,54,Two year,No,Credit card (automatic),20.4,1090.6,No,0.005842031714228502,Low risk: retain and upsell,No
0784-GTUUK,Male,0,62,One year,No,Credit card (automatic),23.75,1446.8,No,0.01376547031559253,Low risk: retain and upsell,No
7979-CORPM,Male,0,24,Month-to-month,Fiber optic,Credit card (automatic),90.55,2282.55,Yes,0.453481115080495,Medium risk: nurture,Yes
2294-DMMUS,Female,0,62,Month-to-month,DSL,Credit card (automatic),70.45,4300.45,No,0.11220678011745279,Low risk: retain and upsell,No
0872-JCPIB,Male,0,17,Month-to-month,DSL,Bank transfer (automatic),65.75,1111.2,No,0.1808104383190402,Low risk: retain and upsell,No
3055-MJDSB,Male,0,9,Month-to-month,DSL,Mailed check,24.6,190.1,No,0.46643035285215123,Medium risk: nurture,Yes
9091-WTUUY,Male,0,64,Two year,DSL,Mailed check,69.25,4447.75,No,0.011888816485182318,Low risk: retain and upsell,No
1618-CFHME,Female,0,2,Month-to-month,Fiber optic,Electronic check,75.9,143.35,Yes,0.7406009823612336,High risk: retention/win-back,Yes
